ontology	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	FoldEnrich
BP	GO:0009832	plant-type cell wall biogenesis	28/2056	204/39756	2.5241856067462373e-6	1.2020345941091564e-4	1.0060093634146529e-4	Zm00001eb010360/Zm00001eb054960/Zm00001eb059050/Zm00001eb093870/Zm00001eb126230/Zm00001eb134290/Zm00001eb193690/Zm00001eb217500/Zm00001eb219270/Zm00001eb282320/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb302760/Zm00001eb310520/Zm00001eb319710/Zm00001eb344070/Zm00001eb349730/Zm00001eb358210/Zm00001eb379070/Zm00001eb080550/Zm00001eb125150/Zm00001eb157530/Zm00001eb161710/Zm00001eb240620/Zm00001eb297110/Zm00001eb299010/Zm00001eb353280	28	0.13725490196078433	2.6540398260471503
BP	GO:0009739	response to gibberellin	27/2056	195/39756	3.1976608911119765e-6	1.4245063518147225e-4	1.1922009026964178e-4	Zm00001eb033790/Zm00001eb047820/Zm00001eb051510/Zm00001eb052250/Zm00001eb095690/Zm00001eb149460/Zm00001eb197810/Zm00001eb221780/Zm00001eb226450/Zm00001eb228670/Zm00001eb234120/Zm00001eb234690/Zm00001eb275490/Zm00001eb292980/Zm00001eb353760/Zm00001eb426670/Zm00001eb428680/Zm00001eb012310/Zm00001eb060130/Zm00001eb086280/Zm00001eb187260/Zm00001eb217590/Zm00001eb314340/Zm00001eb341630/Zm00001eb353230/Zm00001eb391130/Zm00001eb425590	27	0.13846153846153847	2.677372044298114
BP	GO:0009926	auxin polar transport	27/2056	195/39756	3.1976608911119765e-6	1.4245063518147225e-4	1.1922009026964178e-4	Zm00001eb054960/Zm00001eb059050/Zm00001eb073350/Zm00001eb104060/Zm00001eb104090/Zm00001eb119690/Zm00001eb134290/Zm00001eb149650/Zm00001eb197590/Zm00001eb215120/Zm00001eb282320/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb319710/Zm00001eb010910/Zm00001eb073810/Zm00001eb080550/Zm00001eb125150/Zm00001eb143310/Zm00001eb161710/Zm00001eb234390/Zm00001eb256330/Zm00001eb269610/Zm00001eb321100/Zm00001eb323370	27	0.13846153846153847	2.677372044298114
BP	GO:0010075	regulation of meristem growth	42/2056	382/39756	3.96187168281045e-6	1.7097952481128848e-4	1.4309654959624585e-4	Zm00001eb010360/Zm00001eb016160/Zm00001eb054960/Zm00001eb059050/Zm00001eb072750/Zm00001eb072990/Zm00001eb093890/Zm00001eb104060/Zm00001eb134290/Zm00001eb140320/Zm00001eb145790/Zm00001eb149650/Zm00001eb224610/Zm00001eb228120/Zm00001eb243380/Zm00001eb246000/Zm00001eb247370/Zm00001eb251420/Zm00001eb272290/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb307070/Zm00001eb313500/Zm00001eb319710/Zm00001eb328990/Zm00001eb330610/Zm00001eb348770/Zm00001eb395310/Zm00001eb399900/Zm00001eb022240/Zm00001eb080550/Zm00001eb120780/Zm00001eb125150/Zm00001eb149500/Zm00001eb157530/Zm00001eb161710/Zm00001eb229800/Zm00001eb256330/Zm00001eb297110/Zm00001eb323370/Zm00001eb414570	42	0.1099476439790576	2.1260109601320107
BP	GO:0009693	ethylene biosynthetic process	29/2056	221/39756	4.187462225787747e-6	1.752389495094812e-4	1.466613564247192e-4	Zm00001eb031560/Zm00001eb059460/Zm00001eb072750/Zm00001eb081380/Zm00001eb107940/Zm00001eb193360/Zm00001eb193690/Zm00001eb249230/Zm00001eb313460/Zm00001eb327450/Zm00001eb357070/Zm00001eb418140/Zm00001eb428490/Zm00001eb429870/Zm00001eb012180/Zm00001eb022240/Zm00001eb055950/Zm00001eb081610/Zm00001eb100800/Zm00001eb109190/Zm00001eb140600/Zm00001eb147510/Zm00001eb152450/Zm00001eb178160/Zm00001eb193270/Zm00001eb266800/Zm00001eb314610/Zm00001eb327010/Zm00001eb367110	29	0.13122171945701358	2.537378734792331
BP	GO:1901421	positive regulation of response to alcohol	13/2056	57/39756	5.25932016057834e-6	2.1165089992097218e-4	1.7713532384102095e-4	Zm00001eb013780/Zm00001eb051510/Zm00001eb072810/Zm00001eb187630/Zm00001eb258950/Zm00001eb350630/Zm00001eb358210/Zm00001eb428080/Zm00001eb091710/Zm00001eb204180/Zm00001eb213280/Zm00001eb269610/Zm00001eb396710	13	0.22807017543859648	4.410096252303911
BP	GO:0070301	cellular response to hydrogen peroxide	28/2056	212/39756	5.365826080811833e-6	2.1165089992097218e-4	1.7713532384102095e-4	Zm00001eb002270/Zm00001eb020790/Zm00001eb020970/Zm00001eb051510/Zm00001eb110880/Zm00001eb112040/Zm00001eb138600/Zm00001eb140320/Zm00001eb167080/Zm00001eb176160/Zm00001eb195200/Zm00001eb209570/Zm00001eb224430/Zm00001eb243590/Zm00001eb298200/Zm00001eb325930/Zm00001eb338370/Zm00001eb341260/Zm00001eb344400/Zm00001eb345610/Zm00001eb394600/Zm00001eb400880/Zm00001eb409190/Zm00001eb003730/Zm00001eb012930/Zm00001eb197890/Zm00001eb318570/Zm00001eb348950	28	0.1320754716981132	2.5538873797812203
BP	GO:0010583	response to cyclopentenone	30/2056	236/39756	5.5173297589826195e-6	2.1165089992097218e-4	1.7713532384102095e-4	Zm00001eb020970/Zm00001eb022980/Zm00001eb031190/Zm00001eb047280/Zm00001eb097100/Zm00001eb129570/Zm00001eb156150/Zm00001eb196550/Zm00001eb215120/Zm00001eb277280/Zm00001eb294930/Zm00001eb300950/Zm00001eb310770/Zm00001eb327430/Zm00001eb328760/Zm00001eb333970/Zm00001eb339970/Zm00001eb373970/Zm00001eb379070/Zm00001eb012930/Zm00001eb046850/Zm00001eb122240/Zm00001eb135570/Zm00001eb193270/Zm00001eb256380/Zm00001eb258220/Zm00001eb301590/Zm00001eb318570/Zm00001eb324230/Zm00001eb403190	30	0.1271186440677966	2.458039306205896
BP	GO:0009789	positive regulation of abscisic acid-activated signaling pathway	14/2056	67/39756	6.896561884498124e-6	2.5740951249978133e-4	2.1543171974904528e-4	Zm00001eb013780/Zm00001eb051510/Zm00001eb072810/Zm00001eb119690/Zm00001eb187630/Zm00001eb258950/Zm00001eb350630/Zm00001eb358210/Zm00001eb428080/Zm00001eb091710/Zm00001eb204180/Zm00001eb213280/Zm00001eb269610/Zm00001eb396710	14	0.208955223880597	4.040478541146408
BP	GO:0009612	response to mechanical stimulus	20/2056	128/39756	9.555345992595401e-6	3.472613898887961e-4	2.906307451487465e-4	Zm00001eb013950/Zm00001eb056900/Zm00001eb058370/Zm00001eb197590/Zm00001eb206730/Zm00001eb226450/Zm00001eb234120/Zm00001eb275080/Zm00001eb313460/Zm00001eb331200/Zm00001eb370720/Zm00001eb428490/Zm00001eb012180/Zm00001eb125050/Zm00001eb130410/Zm00001eb142200/Zm00001eb169130/Zm00001eb306020/Zm00001eb324690/Zm00001eb341630	20	0.15625	3.021339980544747
BP	GO:0007020	microtubule nucleation	24/2056	173/39756	1.0633291242095714e-5	3.7428897434950566e-4	3.132507289422289e-4	Zm00001eb010070/Zm00001eb010360/Zm00001eb031190/Zm00001eb054960/Zm00001eb059050/Zm00001eb129570/Zm00001eb134290/Zm00001eb149650/Zm00001eb281210/Zm00001eb293660/Zm00001eb299510/Zm00001eb327990/Zm00001eb381470/Zm00001eb395310/Zm00001eb011910/Zm00001eb061350/Zm00001eb080550/Zm00001eb099910/Zm00001eb113240/Zm00001eb120780/Zm00001eb125150/Zm00001eb135570/Zm00001eb161710/Zm00001eb301590	24	0.13872832369942195	2.6825307572929082
BP	GO:0009835	fruit ripening	11/2056	44/39756	1.0841099908747448e-5	3.7428897434950566e-4	3.132507289422289e-4	Zm00001eb074930/Zm00001eb193360/Zm00001eb339120/Zm00001eb339130/Zm00001eb339150/Zm00001eb357070/Zm00001eb418140/Zm00001eb428490/Zm00001eb429870/Zm00001eb055950/Zm00001eb314610	11	0.25	4.8341439688715955
BP	GO:0046165	alcohol biosynthetic process	34/2056	297/39756	1.3587301166137592e-5	4.576600709862442e-4	3.830258454536348e-4	Zm00001eb009510/Zm00001eb013120/Zm00001eb013520/Zm00001eb025170/Zm00001eb027940/Zm00001eb054960/Zm00001eb138800/Zm00001eb143520/Zm00001eb149650/Zm00001eb154820/Zm00001eb157310/Zm00001eb199320/Zm00001eb203300/Zm00001eb224610/Zm00001eb277540/Zm00001eb282320/Zm00001eb284090/Zm00001eb315990/Zm00001eb344070/Zm00001eb358210/Zm00001eb370960/Zm00001eb395310/Zm00001eb397150/Zm00001eb398050/Zm00001eb399900/Zm00001eb011910/Zm00001eb080550/Zm00001eb125150/Zm00001eb157880/Zm00001eb161710/Zm00001eb199950/Zm00001eb240620/Zm00001eb245250/Zm00001eb266800	34	0.11447811447811448	2.213614746688677
BP	GO:0008361	regulation of cell size	21/2056	144/39756	1.7192876670422543e-5	5.653181590917507e-4	4.7312728281012417e-4	Zm00001eb054960/Zm00001eb059050/Zm00001eb104060/Zm00001eb134290/Zm00001eb149650/Zm00001eb215120/Zm00001eb282320/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb319710/Zm00001eb320670/Zm00001eb010910/Zm00001eb037480/Zm00001eb080550/Zm00001eb125150/Zm00001eb161710/Zm00001eb256330/Zm00001eb269610/Zm00001eb323370	21	0.14583333333333334	2.8199173151750974
BP	GO:0009617	response to bacterium	27/2056	218/39756	2.5383539098609907e-5	8.152248254693089e-4	6.822797045354634e-4	Zm00001eb020600/Zm00001eb030890/Zm00001eb035010/Zm00001eb059920/Zm00001eb110880/Zm00001eb136490/Zm00001eb156250/Zm00001eb158800/Zm00001eb246640/Zm00001eb248270/Zm00001eb253650/Zm00001eb259370/Zm00001eb280600/Zm00001eb297430/Zm00001eb312080/Zm00001eb324700/Zm00001eb394600/Zm00001eb400880/Zm00001eb012470/Zm00001eb014980/Zm00001eb105790/Zm00001eb118900/Zm00001eb227330/Zm00001eb314340/Zm00001eb322430/Zm00001eb379950/Zm00001eb413850	27	0.12385321100917432	2.394897012101524
BP	GO:2000022	regulation of jasmonic acid mediated signaling pathway	13/2056	66/39756	2.8453521066427385e-5	8.764382634203099e-4	7.335105859487787e-4	Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb190130/Zm00001eb223620/Zm00001eb300140/Zm00001eb327450/Zm00001eb367310/Zm00001eb385620/Zm00001eb432370/Zm00001eb109190/Zm00001eb147720/Zm00001eb347860	13	0.19696969696969696	3.8087194906261055
BP	GO:0032880	regulation of protein localization	12/2056	57/39756	2.8558813797186055e-5	8.764382634203099e-4	7.335105859487787e-4	Zm00001eb054480/Zm00001eb088500/Zm00001eb110880/Zm00001eb167080/Zm00001eb233790/Zm00001eb344400/Zm00001eb358560/Zm00001eb394600/Zm00001eb400880/Zm00001eb016420/Zm00001eb162620/Zm00001eb389540	12	0.21052631578947367	4.070858079049764
BP	GO:0048574	long-day photoperiodism, flowering	9/2056	33/39756	3.234409135308049e-5	9.710258730131338e-4	8.126730504732809e-4	Zm00001eb107250/Zm00001eb112080/Zm00001eb228670/Zm00001eb281700/Zm00001eb414270/Zm00001eb113780/Zm00001eb125050/Zm00001eb141120/Zm00001eb319590	9	0.2727272727272727	5.273611602405377
BP	GO:0002237	response to molecule of bacterial origin	21/2056	152/39756	3.9243167624784675e-5	0.0011530811593580348	9.650391501010879e-4	Zm00001eb013610/Zm00001eb119690/Zm00001eb126430/Zm00001eb134290/Zm00001eb177060/Zm00001eb206730/Zm00001eb234120/Zm00001eb275080/Zm00001eb290670/Zm00001eb303060/Zm00001eb354200/Zm00001eb361520/Zm00001eb367310/Zm00001eb111590/Zm00001eb145890/Zm00001eb147720/Zm00001eb266690/Zm00001eb305330/Zm00001eb326660/Zm00001eb347860/Zm00001eb430620	21	0.13815789473684212	2.671500614376408
BP	GO:0007623	circadian rhythm	24/2056	193/39756	6.528644920418791e-5	0.001878345548978823	0.0015720289742587354	Zm00001eb023910/Zm00001eb031560/Zm00001eb057490/Zm00001eb059460/Zm00001eb066570/Zm00001eb074350/Zm00001eb074460/Zm00001eb112080/Zm00001eb127000/Zm00001eb139830/Zm00001eb228670/Zm00001eb253970/Zm00001eb287130/Zm00001eb362240/Zm00001eb406440/Zm00001eb414270/Zm00001eb433500/Zm00001eb016800/Zm00001eb085400/Zm00001eb113780/Zm00001eb118900/Zm00001eb319590/Zm00001eb332090/Zm00001eb425100	24	0.12435233160621761	2.4045482953972703
BP	GO:0009751	response to salicylic acid	33/2056	308/39756	6.786066445007694e-5	0.0019125628082766583	0.0016006661560941887	Zm00001eb095690/Zm00001eb103730/Zm00001eb150840/Zm00001eb196550/Zm00001eb201150/Zm00001eb221780/Zm00001eb228670/Zm00001eb234690/Zm00001eb247370/Zm00001eb275490/Zm00001eb319620/Zm00001eb328600/Zm00001eb332030/Zm00001eb339810/Zm00001eb344900/Zm00001eb354510/Zm00001eb388620/Zm00001eb395580/Zm00001eb426670/Zm00001eb427270/Zm00001eb004290/Zm00001eb012310/Zm00001eb029470/Zm00001eb122240/Zm00001eb130020/Zm00001eb130260/Zm00001eb147510/Zm00001eb187260/Zm00001eb190160/Zm00001eb256380/Zm00001eb367110/Zm00001eb391130/Zm00001eb425100	33	0.10714285714285714	2.071775986659255
BP	GO:0006499	N-terminal protein myristoylation	38/2056	383/39756	1.0464754282198935e-4	0.0028678393255019523	0.0024001582220367725	Zm00001eb024290/Zm00001eb030390/Zm00001eb056260/Zm00001eb064680/Zm00001eb065720/Zm00001eb081190/Zm00001eb107190/Zm00001eb110730/Zm00001eb112040/Zm00001eb123690/Zm00001eb134290/Zm00001eb134970/Zm00001eb187630/Zm00001eb228120/Zm00001eb241950/Zm00001eb272290/Zm00001eb310520/Zm00001eb311620/Zm00001eb356520/Zm00001eb358560/Zm00001eb380190/Zm00001eb398400/Zm00001eb408140/Zm00001eb428080/Zm00001eb015310/Zm00001eb040520/Zm00001eb062680/Zm00001eb084510/Zm00001eb118990/Zm00001eb191920/Zm00001eb257850/Zm00001eb269610/Zm00001eb306020/Zm00001eb324540/Zm00001eb343010/Zm00001eb346060/Zm00001eb389680/Zm00001eb396340	38	0.09921671018276762	1.9185114445652285
BP	GO:2000026	regulation of multicellular organismal development	42/2056	439/39756	1.0590862099971005e-4	0.0028678393255019523	0.0024001582220367725	Zm00001eb016160/Zm00001eb054960/Zm00001eb058370/Zm00001eb059050/Zm00001eb068900/Zm00001eb072750/Zm00001eb093890/Zm00001eb104060/Zm00001eb134290/Zm00001eb140320/Zm00001eb145790/Zm00001eb149650/Zm00001eb160700/Zm00001eb228120/Zm00001eb247370/Zm00001eb251420/Zm00001eb268840/Zm00001eb272290/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb328990/Zm00001eb330610/Zm00001eb344900/Zm00001eb358560/Zm00001eb395310/Zm00001eb399900/Zm00001eb022240/Zm00001eb080550/Zm00001eb120780/Zm00001eb125150/Zm00001eb149500/Zm00001eb149550/Zm00001eb157530/Zm00001eb161710/Zm00001eb229800/Zm00001eb256330/Zm00001eb297110/Zm00001eb323370/Zm00001eb328530/Zm00001eb414570	42	0.09567198177676538	1.849968534784574
BP	GO:0030003	cellular cation homeostasis	24/2056	200/39756	1.1464331319803881e-4	0.003044661837047915	0.002548144896587988	Zm00001eb031560/Zm00001eb035010/Zm00001eb059460/Zm00001eb096870/Zm00001eb124740/Zm00001eb127000/Zm00001eb137580/Zm00001eb214540/Zm00001eb218250/Zm00001eb264210/Zm00001eb277540/Zm00001eb281580/Zm00001eb292010/Zm00001eb292800/Zm00001eb299990/Zm00001eb306070/Zm00001eb312390/Zm00001eb318990/Zm00001eb360750/Zm00001eb379190/Zm00001eb406420/Zm00001eb052700/Zm00001eb314610/Zm00001eb408350	24	0.12	2.320389105058366
BP	GO:0052542	defense response by callose deposition	15/2056	97/39756	1.3510555574646103e-4	0.0035203919336955227	0.00294629394656632	Zm00001eb044210/Zm00001eb177060/Zm00001eb221780/Zm00001eb224170/Zm00001eb277420/Zm00001eb293660/Zm00001eb310520/Zm00001eb426670/Zm00001eb058130/Zm00001eb140600/Zm00001eb197890/Zm00001eb271760/Zm00001eb313960/Zm00001eb326660/Zm00001eb398820	15	0.15463917525773196	2.9901921456937703
BP	GO:0031328	positive regulation of cellular biosynthetic process	26/2056	229/39756	1.5203737745081187e-4	0.003888215152955022	0.0032541333419296575	Zm00001eb007650/Zm00001eb013610/Zm00001eb013910/Zm00001eb030390/Zm00001eb035970/Zm00001eb066570/Zm00001eb107190/Zm00001eb114130/Zm00001eb124740/Zm00001eb134970/Zm00001eb167530/Zm00001eb180060/Zm00001eb264210/Zm00001eb277540/Zm00001eb291630/Zm00001eb358080/Zm00001eb360750/Zm00001eb379190/Zm00001eb432370/Zm00001eb433500/Zm00001eb016800/Zm00001eb124190/Zm00001eb156740/Zm00001eb204620/Zm00001eb324690/Zm00001eb408350	26	0.11353711790393013	2.1954190950333885
BP	GO:0048509	regulation of meristem development	39/2056	407/39756	1.771559677630281e-4	0.004448225299649851	0.0037228182316517678	Zm00001eb016160/Zm00001eb054960/Zm00001eb059050/Zm00001eb072750/Zm00001eb093890/Zm00001eb104060/Zm00001eb134290/Zm00001eb140320/Zm00001eb145790/Zm00001eb149650/Zm00001eb160700/Zm00001eb216090/Zm00001eb228120/Zm00001eb246000/Zm00001eb247370/Zm00001eb251420/Zm00001eb253970/Zm00001eb272290/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb328990/Zm00001eb330610/Zm00001eb348770/Zm00001eb395310/Zm00001eb399900/Zm00001eb022240/Zm00001eb080550/Zm00001eb120780/Zm00001eb125150/Zm00001eb149500/Zm00001eb157530/Zm00001eb161710/Zm00001eb229800/Zm00001eb256330/Zm00001eb297110/Zm00001eb323370/Zm00001eb414570	39	0.09582309582309582	1.8528905630072943
BP	GO:0035304	regulation of protein dephosphorylation	23/2056	194/39756	1.8855723650601307e-4	0.0046499561359786435	0.003891651234654179	Zm00001eb002270/Zm00001eb013020/Zm00001eb020600/Zm00001eb030890/Zm00001eb059920/Zm00001eb229250/Zm00001eb248270/Zm00001eb253650/Zm00001eb259370/Zm00001eb280600/Zm00001eb297430/Zm00001eb324700/Zm00001eb397190/Zm00001eb014980/Zm00001eb105790/Zm00001eb118900/Zm00001eb149550/Zm00001eb202040/Zm00001eb269610/Zm00001eb274840/Zm00001eb314340/Zm00001eb322430/Zm00001eb379950	23	0.11855670103092783	2.2924806450318904
BP	GO:0042744	hydrogen peroxide catabolic process	30/2056	287/39756	2.1851973071941277e-4	0.0052943113705878776	0.0044309263957509745	Zm00001eb002270/Zm00001eb020790/Zm00001eb051510/Zm00001eb054480/Zm00001eb088500/Zm00001eb110880/Zm00001eb112040/Zm00001eb138600/Zm00001eb140320/Zm00001eb167080/Zm00001eb176160/Zm00001eb195200/Zm00001eb209570/Zm00001eb224430/Zm00001eb243590/Zm00001eb298200/Zm00001eb325930/Zm00001eb338370/Zm00001eb341260/Zm00001eb344400/Zm00001eb345610/Zm00001eb383860/Zm00001eb394600/Zm00001eb400880/Zm00001eb409190/Zm00001eb003730/Zm00001eb012930/Zm00001eb197890/Zm00001eb287830/Zm00001eb348950	30	0.10452961672473868	2.02124486503342
BP	GO:0048364	root development	22/2056	184/39756	2.278778374915069e-4	0.005425849889237431	0.004541013894113877	Zm00001eb035310/Zm00001eb038400/Zm00001eb054050/Zm00001eb110020/Zm00001eb119400/Zm00001eb144930/Zm00001eb144960/Zm00001eb189220/Zm00001eb198690/Zm00001eb243380/Zm00001eb250370/Zm00001eb268840/Zm00001eb001940/Zm00001eb009550/Zm00001eb015210/Zm00001eb024330/Zm00001eb037480/Zm00001eb162620/Zm00001eb269610/Zm00001eb276580/Zm00001eb338940/Zm00001eb350460	22	0.11956521739130435	2.3119818981559805
BP	GO:0010167	response to nitrate	31/2056	303/39756	2.535589869796874e-4	0.005934999339304209	0.0049671323408331264	Zm00001eb007810/Zm00001eb020970/Zm00001eb027940/Zm00001eb030400/Zm00001eb110020/Zm00001eb124740/Zm00001eb146500/Zm00001eb167530/Zm00001eb246640/Zm00001eb284750/Zm00001eb289200/Zm00001eb298200/Zm00001eb323410/Zm00001eb324180/Zm00001eb341260/Zm00001eb360750/Zm00001eb370960/Zm00001eb382910/Zm00001eb400810/Zm00001eb418140/Zm00001eb001940/Zm00001eb015210/Zm00001eb043650/Zm00001eb085400/Zm00001eb162620/Zm00001eb167720/Zm00001eb245250/Zm00001eb265000/Zm00001eb276580/Zm00001eb318570/Zm00001eb425100	31	0.10231023102310231	1.9783295450167586
BP	GO:0042542	response to hydrogen peroxide	32/2056	318/39756	2.74137515887971e-4	0.0063097318240214655	0.005280754253420915	Zm00001eb037640/Zm00001eb084590/Zm00001eb136490/Zm00001eb154070/Zm00001eb191190/Zm00001eb208810/Zm00001eb211440/Zm00001eb218280/Zm00001eb228120/Zm00001eb229930/Zm00001eb248730/Zm00001eb272290/Zm00001eb281700/Zm00001eb314040/Zm00001eb314620/Zm00001eb322740/Zm00001eb324180/Zm00001eb343630/Zm00001eb352370/Zm00001eb361460/Zm00001eb376850/Zm00001eb397610/Zm00001eb421600/Zm00001eb426060/Zm00001eb011610/Zm00001eb012470/Zm00001eb012540/Zm00001eb040580/Zm00001eb125050/Zm00001eb141120/Zm00001eb144280/Zm00001eb425100	32	0.10062893081761007	1.9458189560237868
BP	GO:0080001	mucilage extrusion from seed coat	6/2056	19/39756	2.873844073410588e-4	0.006423966150699314	0.005376359490428634	Zm00001eb010360/Zm00001eb050140/Zm00001eb058150/Zm00001eb082810/Zm00001eb193100/Zm00001eb256970	6	0.3157894736842105	6.106287118574647
BP	GO:0042752	regulation of circadian rhythm	10/2056	52/39756	2.884039835940315e-4	0.006423966150699314	0.005376359490428634	Zm00001eb006310/Zm00001eb107250/Zm00001eb112080/Zm00001eb248270/Zm00001eb259370/Zm00001eb354200/Zm00001eb367310/Zm00001eb147720/Zm00001eb319590/Zm00001eb347860	10	0.19230769230769232	3.718572283747381
BP	GO:0030001	metal ion transport	34/2056	349/39756	3.289139126665228e-4	0.007210001799880444	0.006034210127115155	Zm00001eb019590/Zm00001eb036720/Zm00001eb044060/Zm00001eb047280/Zm00001eb057470/Zm00001eb096870/Zm00001eb104190/Zm00001eb124740/Zm00001eb127000/Zm00001eb137580/Zm00001eb142250/Zm00001eb182470/Zm00001eb194330/Zm00001eb241840/Zm00001eb245520/Zm00001eb264210/Zm00001eb299990/Zm00001eb306070/Zm00001eb312390/Zm00001eb318990/Zm00001eb327420/Zm00001eb338960/Zm00001eb360750/Zm00001eb379190/Zm00001eb411520/Zm00001eb418460/Zm00001eb433150/Zm00001eb046300/Zm00001eb080180/Zm00001eb146930/Zm00001eb308670/Zm00001eb314610/Zm00001eb394840/Zm00001eb408350	34	0.09742120343839542	1.8837924921677278
BP	GO:0051365	cellular response to potassium ion starvation	6/2056	20/39756	3.926351348245198e-4	0.008472330018635342	0.007090680559824388	Zm00001eb110020/Zm00001eb357070/Zm00001eb403620/Zm00001eb001940/Zm00001eb015210/Zm00001eb276580	6	0.3	5.800972762645914
BP	GO:0015824	proline transport	18/2056	142/39756	4.019819875326613e-4	0.00854057115050162	0.007147793073860115	Zm00001eb041390/Zm00001eb047200/Zm00001eb072750/Zm00001eb081380/Zm00001eb156150/Zm00001eb194060/Zm00001eb246640/Zm00001eb333970/Zm00001eb335710/Zm00001eb346520/Zm00001eb012270/Zm00001eb022240/Zm00001eb087380/Zm00001eb130410/Zm00001eb161250/Zm00001eb324230/Zm00001eb324310/Zm00001eb370730	18	0.1267605633802817	2.4511152518222175
BP	GO:0007389	pattern specification process	19/2056	155/39756	4.318628564629773e-4	0.009036403102657147	0.007562765811744005	Zm00001eb031190/Zm00001eb054960/Zm00001eb059050/Zm00001eb101980/Zm00001eb104060/Zm00001eb134290/Zm00001eb149650/Zm00001eb215120/Zm00001eb282320/Zm00001eb290670/Zm00001eb293660/Zm00001eb299510/Zm00001eb313500/Zm00001eb319710/Zm00001eb080550/Zm00001eb125150/Zm00001eb161710/Zm00001eb256330/Zm00001eb323370	19	0.12258064516129032	2.3702899460273628
BP	GO:0043086	negative regulation of catalytic activity	25/2056	232/39756	4.471951500728034e-4	0.009124596699968597	0.00763657698583446	Zm00001eb010360/Zm00001eb013780/Zm00001eb020600/Zm00001eb043900/Zm00001eb050140/Zm00001eb058150/Zm00001eb082810/Zm00001eb103410/Zm00001eb138460/Zm00001eb138600/Zm00001eb145790/Zm00001eb193100/Zm00001eb227740/Zm00001eb248730/Zm00001eb301500/Zm00001eb316180/Zm00001eb324700/Zm00001eb346520/Zm00001eb350630/Zm00001eb409190/Zm00001eb116740/Zm00001eb146160/Zm00001eb204180/Zm00001eb256970/Zm00001eb396710	25	0.10775862068965517	2.083682745203274
BP	GO:0010359	regulation of anion channel activity	15/2056	108/39756	4.492922343214081e-4	0.009124596699968597	0.00763657698583446	Zm00001eb027940/Zm00001eb051510/Zm00001eb070510/Zm00001eb072810/Zm00001eb187630/Zm00001eb268830/Zm00001eb298200/Zm00001eb344900/Zm00001eb358560/Zm00001eb428080/Zm00001eb062680/Zm00001eb084510/Zm00001eb091710/Zm00001eb197890/Zm00001eb213280	15	0.1388888888888889	2.685635538261997
BP	GO:0007030	Golgi organization	34/2056	356/39756	4.713216598659251e-4	0.00943326394601221	0.007894907437571104	Zm00001eb019680/Zm00001eb035010/Zm00001eb043900/Zm00001eb054480/Zm00001eb078770/Zm00001eb088500/Zm00001eb093890/Zm00001eb107940/Zm00001eb110880/Zm00001eb112040/Zm00001eb167080/Zm00001eb187010/Zm00001eb227740/Zm00001eb228120/Zm00001eb228620/Zm00001eb240700/Zm00001eb272290/Zm00001eb282320/Zm00001eb292320/Zm00001eb338370/Zm00001eb344070/Zm00001eb344400/Zm00001eb348520/Zm00001eb361460/Zm00001eb370110/Zm00001eb394600/Zm00001eb400880/Zm00001eb417550/Zm00001eb424420/Zm00001eb003730/Zm00001eb056450/Zm00001eb162620/Zm00001eb240620/Zm00001eb257850	34	0.09550561797752809	1.8467516285576884
BP	GO:0009727	detection of ethylene stimulus	5/2056	14/39756	4.973792547471415e-4	0.009657951052562569	0.00808295305134624	Zm00001eb193360/Zm00001eb206760/Zm00001eb357070/Zm00001eb418140/Zm00001eb314610	5	0.35714285714285715	6.90591995553085
BP	GO:0009641	shade avoidance	9/2056	46/39756	5.035282228707494e-4	0.009657951052562569	0.00808295305134624	Zm00001eb154420/Zm00001eb227740/Zm00001eb227830/Zm00001eb354200/Zm00001eb367310/Zm00001eb009550/Zm00001eb147720/Zm00001eb347860/Zm00001eb361760	9	0.1956521739130435	3.7832431060734226
BP	GO:0071281	cellular response to iron ion	9/2056	46/39756	5.035282228707494e-4	0.009657951052562569	0.00808295305134624	Zm00001eb076070/Zm00001eb111680/Zm00001eb119690/Zm00001eb357070/Zm00001eb380520/Zm00001eb395480/Zm00001eb428490/Zm00001eb433310/Zm00001eb055950	9	0.1956521739130435	3.7832431060734226
